
-----------------------------------------------------------------

Namespace(epochs=100, num_users=100, frac=0.05, minibatch=0, lr=0.1, lr_decay=0.995, momentum=0.5, dataset='mnist', iid='false', num_classes=10, gpu=0, dp_mechanism='Laplace', dp_epsilon=100.0, dp_epsilon_global=0, dp_clip=50.0, runs=10)

  0,12.82
  1,13.14
  2,13.50
  3,13.98
  4,14.45
  5,15.04
  6,15.28
  7,15.94
  8,16.60
  9,16.84
 10,17.12
 11,17.86
 12,19.20
 13,19.49
 14,20.00
 15,20.47
 16,20.59
 17,21.35
 18,22.15
 19,22.23
 20,22.55
 21,24.58
 22,24.99
 23,24.88
 24,25.24
 25,26.13
 26,26.37
 27,27.14
 28,27.65
 29,28.02
 30,27.30
 31,27.86
 32,28.88
 33,29.32
 34,29.36
 35,29.75
 36,29.49
 37,29.04
 38,29.53
 39,30.07
 40,30.32
 41,30.60
 42,30.11
 43,30.76
 44,31.12
 45,31.44
 46,31.61
 47,32.12
 48,32.14
 49,32.62
 50,33.25
 51,34.06
 52,34.64
 53,35.09
 54,36.01
 55,36.50
 56,36.93
 57,37.07
 58,37.99
 59,38.40
 60,38.74
 61,39.74
 62,40.30
 63,40.47
 64,40.76
 65,40.73
 66,41.26
 67,41.46
 68,41.49
 69,42.06
 70,42.19
 71,42.31
 72,42.46
 73,42.90
 74,42.74
 75,42.61
 76,42.01
 77,41.96
 78,42.01
 79,41.89
 80,41.82
 81,41.87
 82,42.12
 83,42.35
 84,41.85
 85,41.84
 86,41.49
 87,41.77
 88,41.89
 89,41.90
 90,41.68
 91,41.47
 92,41.48
 93,41.44
 94,41.47
 95,41.12
 96,41.91
 97,41.88
 98,42.14
 99,41.74
Run 1 Of 10 Complete
  0,9.57
  1,9.60
  2,9.63
  3,9.63
  4,9.67
  5,9.78
  6,9.87
  7,9.86
  8,10.09
  9,10.15
 10,10.05
 11,10.04
 12,10.13
 13,10.24
 14,10.24
 15,10.34
 16,10.21
 17,10.55
 18,10.67
 19,11.00
 20,11.41
 21,11.99
 22,12.03
 23,12.29
 24,12.80
 25,12.93
 26,13.03
 27,13.42
 28,14.35
 29,14.18
 30,13.93
 31,14.06
 32,14.27
 33,14.82
 34,14.95
 35,15.17
 36,15.29
 37,15.92
 38,16.23
 39,16.30
 40,16.82
 41,17.18
 42,17.49
 43,17.70
 44,18.52
 45,18.55
 46,18.82
 47,19.41
 48,21.22
 49,21.87
 50,22.95
 51,24.37
 52,25.32
 53,25.72
 54,26.45
 55,27.28
 56,27.86
 57,28.19
 58,29.01
 59,29.27
 60,29.83
 61,30.20
 62,30.83
 63,31.01
 64,31.44
 65,31.71
 66,32.51
 67,32.63
 68,32.93
 69,33.20
 70,33.20
 71,33.55
 72,33.92
 73,34.46
 74,34.66
 75,34.76
 76,35.06
 77,34.98
 78,34.97
 79,35.10
 80,35.29
 81,35.44
 82,35.63
 83,36.16
 84,36.33
 85,36.36
 86,36.60
 87,36.74
 88,36.70
 89,36.79
 90,37.22
 91,37.11
 92,37.22
 93,37.61
 94,37.71
 95,37.92
 96,38.22
 97,38.77
 98,38.99
 99,38.98
Run 2 Of 10 Complete
  0,9.94
  1,10.07
  2,10.32
  3,10.48
  4,10.67
  5,11.08
  6,11.28
  7,11.68
  8,12.05
  9,12.27
 10,12.34
 11,12.59
 12,12.50
 13,12.94
 14,13.54
 15,13.91
 16,14.21
 17,14.48
 18,14.84
 19,14.94
 20,15.22
 21,15.78
 22,16.08
 23,16.55
 24,17.20
 25,17.89
 26,18.83
 27,19.99
 28,20.92
 29,21.84
 30,22.61
 31,23.67
 32,24.25
 33,25.34
 34,25.53
 35,25.66
 36,26.27
