
-----------------------------------------------------------------

Namespace(epochs=100, num_users=100, frac=0.05, minibatch=0, lr=0.1, lr_decay=0.995, momentum=0.5, dataset='mnist', iid='false', num_classes=10, gpu=0, dp_mechanism='Laplace', dp_epsilon=50.0, dp_epsilon_global=10, dp_clip=200.0, runs=10)

  0,11.97
  1,13.81
  2,13.19
  3,14.07
  4,16.15
  5,18.47
  6,19.46
  7,20.37
  8,18.73
  9,21.48
 10,24.76
 11,25.44
 12,29.00
 13,30.12
 14,30.22
 15,31.56
 16,30.42
 17,29.47
 18,31.08
 19,28.62
 20,27.68
 21,31.69
 22,33.46
 23,31.87
 24,28.79
 25,28.39
 26,29.81
 27,27.93
 28,26.81
 29,23.45
 30,25.04
 31,27.79
 32,28.35
 33,28.12
 34,30.93
 35,32.53
 36,29.42
 37,30.77
 38,31.54
 39,33.50
 40,36.43
 41,38.88
 42,41.53
 43,42.82
 44,42.68
 45,40.70
 46,39.26
 47,42.62
 48,44.08
 49,46.75
 50,45.38
 51,44.60
 52,45.71
 53,44.71
 54,47.75
 55,47.01
 56,44.42
 57,45.35
 58,41.21
 59,43.31
 60,44.66
 61,47.69
 62,46.80
 63,45.10
 64,46.29
 65,48.33
 66,49.78
 67,50.96
 68,53.59
 69,52.65
 70,52.98
 71,52.69
 72,54.33
 73,54.56
 74,54.00
 75,54.10
 76,53.25
 77,54.49
 78,54.16
 79,54.29
 80,53.63
 81,53.39
 82,52.06
 83,51.08
 84,50.03
 85,48.36
 86,49.76
 87,50.95
 88,52.37
 89,52.51
 90,51.91
 91,49.92
 92,46.25
 93,46.83
 94,49.64
 95,55.57
 96,55.47
 97,56.18
 98,57.07
 99,53.79
Run 1 Of 10 Complete
  0,12.95
  1,14.81
  2,13.65
  3,10.94
  4,11.83
  5,13.54
  6,17.70
  7,16.79
  8,17.17
  9,19.85
 10,13.56
 11,15.70
 12,24.09
 13,30.85
 14,31.61
 15,31.15
 16,33.07
 17,34.02
 18,35.58
 19,35.19
 20,33.20
 21,33.94
 22,32.53
 23,36.22
 24,34.90
 25,32.51
 26,33.89
 27,34.52
 28,35.90
 29,34.14
 30,33.27
 31,35.27
 32,32.72
 33,33.07
 34,34.70
 35,37.31
 36,40.22
 37,39.37
 38,38.27
 39,39.15
 40,41.44
 41,41.84
 42,44.43
 43,43.48
 44,40.45
 45,40.43
 46,41.47
 47,40.55
 48,41.99
 49,42.28
 50,42.31
 51,45.32
 52,43.49
 53,42.50
 54,43.73
 55,42.05
 56,41.60
 57,42.31
 58,41.08
 59,42.87
 60,41.27
 61,42.95
 62,41.87
 63,42.65
 64,42.80
 65,44.89
 66,45.20
 67,48.93
 68,50.39
 69,50.44
 70,48.33
 71,47.82
 72,45.20
 73,44.45
 74,45.41
 75,44.31
 76,44.96
 77,43.10
 78,44.38
 79,46.31
 80,44.39
 81,46.88
 82,49.78
 83,46.57
 84,44.35
 85,47.95
 86,47.02
 87,49.22
 88,50.13
 89,51.98
 90,51.54
 91,51.73
 92,51.35
 93,50.77
 94,49.19
 95,49.66
 96,49.38
 97,50.81
 98,52.69
 99,52.92
Run 2 Of 10 Complete
  0,10.40
  1,19.16
  2,21.23
  3,23.38
  4,23.85
  5,22.62
  6,19.97
  7,18.48
  8,19.95
  9,19.18
 10,22.08
 11,24.41
 12,29.36
 13,32.92
 14,28.06
 15,26.89
 16,30.27
 17,25.09
 18,30.64
 19,31.98
 20,26.07
 21,29.24
 22,34.04
 23,36.14
 24,36.14
 25,35.75
 26,35.86
 27,36.24
 28,38.17
 29,37.98
 30,36.21
 31,39.68
 32,41.54
 33,43.60
 34,45.47
 35,43.40
 36,43.28
 37,41.03
 38,38.42
 39,38.68
 40,33.58
 41,34.00
 42,36.29
 43,39.56
 44,39.66
 45,42.72
 46,43.35
 47,47.32
 48,46.12
 49,47.66
 50,48.46
 51,51.27
 52,50.71
 53,49.87
 54,49.10
 55,48.35
 56,48.88
 57,50.91
 58,48.78
 59,48.19
 60,49.19
 61,46.04
 62,48.13
 63,48.22
 64,48.04
 65,48.36
 66,50.08
 67,53.33
 68,53.11
 69,51.41
 70,52.92
 71,52.56
 72,53.17
 73,53.93
 74,52.87
 75,53.29
 76,53.68
 77,53.83
 78,55.57
 79,54.79
 80,55.98
 81,55.91
 82,55.66
 83,56.55
 84,55.52
 85,55.40
 86,55.29
 87,54.95
 88,56.11
 89,56.53
 90,56.86
 91,55.13
 92,57.28
 93,56.70
 94,55.09
 95,51.97
 96,52.62
 97,52.18
 98,52.46
 99,51.73
Run 3 Of 10 Complete
  0,8.95
  1,10.41
  2,11.54
  3,14.58
  4,10.61
  5,14.36
  6,16.33
  7,15.21
  8,14.56
  9,15.56
 10,15.17
 11,15.87
 12,10.75
 13,12.79
 14,18.77
 15,15.11
 16,17.11
 17,17.77
 18,13.17
 19,17.42
 20,15.91
 21,14.29
 22,16.03
 23,18.58
 24,19.20
 25,21.49
 26,18.83
 27,25.11
 28,24.00
 29,26.13
 30,27.44
 31,28.08
 32,28.55
 33,28.01
 34,27.37
 35,27.84
 36,31.77
 37,32.96
 38,34.37
 39,38.95
 40,40.29
 41,41.27
 42,41.28
 43,40.17
 44,38.81
 45,36.84
 46,37.43
 47,39.79
 48,42.57
 49,40.86
 50,39.93
 51,41.99
 52,43.22
 53,43.01
 54,44.41
 55,47.36
 56,46.22
 57,44.58
 58,45.89
 59,44.37
 60,42.71
 61,40.10
 62,39.28
 63,37.27
 64,40.56
 65,41.87
 66,38.78
 67,40.98
 68,42.93
 69,45.40
 70,47.54
 71,46.40
 72,44.04
 73,44.01
 74,41.91
 75,44.48
 76,44.10
 77,45.30
 78,45.85
 79,46.60
 80,48.17
 81,48.12
 82,49.22
 83,47.88
 84,43.71
 85,42.89
 86,44.44
 87,46.12
 88,48.20
 89,47.52
 90,47.60
 91,49.47
 92,51.01
 93,50.65
 94,52.81
 95,55.65
 96,53.88
 97,52.10
 98,49.84
 99,50.60
Run 4 Of 10 Complete
  0,8.62
  1,9.76
  2,17.39
  3,15.59
  4,18.78
  5,22.84
  6,23.16
  7,26.57
  8,27.77
  9,23.32
 10,25.37
 11,26.36
 12,27.84
 13,37.62
 14,31.62
 15,37.93
 16,38.96
 17,35.73
 18,35.73
 19,39.61
 20,43.19
 21,43.20
 22,42.75
 23,42.44
 24,43.40
 25,44.46
 26,37.93
 27,38.98
 28,35.99
 29,37.62
 30,41.40
 31,42.38
 32,40.85
 33,37.73
 34,43.36
 35,41.18
 36,39.46
 37,39.68
 38,41.17
 39,40.53
 40,42.47
 41,42.74
 42,40.53
 43,40.80
 44,39.49
 45,41.05
 46,40.01
 47,44.52
 48,48.39
 49,49.25
 50,51.29
 51,50.41
 52,51.21
 53,49.55
